ID,female,age,time,pref_15,region_15,ew_15,pref,region,ew,itemID_1,itemID_2,itemID_3,itemID_4,itemID_5,itemID_6,itemID_7,itemID_8,itemID_9,itemID_10
1985,1,2,227,2,1,0,13,3,0,7,1,5,0,4,2,9,8,3,6
9945,1,3,275,45,9,1,45,9,1,4,7,2,5,1,8,0,9,3,6
1940,1,2,429,26,6,1,26,6,1,5,4,7,2,8,9,3,1,0,6
3843,0,2,335,29,6,1,11,3,0,7,4,2,3,8,6,5,9,0,1
9016,1,1,223,19,5,0,19,5,0,7,1,8,2,0,9,5,6,4,3
6935,0,1,354,11,3,0,11,3,0,1,4,7,5,0,3,2,8,6,9
5423,0,2,284,13,3,0,13,3,0,7,3,0,6,8,9,2,5,1,4
9603,1,3,566,0,0,0,13,3,0,7,5,4,2,3,0,6,8,9,1
9532,1,1,314,26,6,1,26,6,1,4,5,8,2,7,3,9,6,0,1
1388,0,3,169,23,6,1,23,6,1,3,1,7,8,6,2,4,9,5,0
9640,1,1,330,43,9,1,43,9,1,5,4,7,0,1,3,6,2,9,8
8623,1,1,271,15,4,0,15,4,0,1,7,3,6,0,2,8,9,5,4
1125,1,2,304,16,3,0,16,3,0,7,0,8,5,6,2,3,4,9,1
8339,1,1,264,26,6,1,26,6,1,3,5,7,0,4,9,8,2,1,6
9059,1,1,188,17,4,0,17,4,0,7,0,8,2,5,3,1,6,9,4
9363,1,2,397,0,0,0,0,0,0,0,2,4,7,5,1,8,3,9,6
9462,1,1,280,0,0,0,13,3,0,2,5,7,0,6,8,9,3,4,1
4009,0,2,343,13,3,0,13,3,0,2,7,0,8,9,3,5,1,4,6
5623,0,1,222,40,9,1,39,9,1,8,2,7,5,0,3,6,1,4,9
8498,1,1,222,26,6,1,24,5,0,7,1,3,0,2,8,9,6,4,5
1184,0,3,245,11,3,0,11,3,0,7,2,1,5,4,3,6,8,0,9
9417,1,1,198,14,3,0,14,3,0,6,2,0,8,7,3,1,9,5,4
9469,1,3,261,13,3,0,39,9,1,0,5,4,1,3,7,6,8,9,2
8514,1,3,227,12,3,0,22,2,0,7,4,1,3,5,2,8,9,6,0
3751,0,2,237,18,5,0,18,5,0,7,2,0,8,9,4,3,1,5,6
1817,1,2,463,5,1,0,5,1,0,2,5,8,7,0,1,9,3,6,4
9302,1,1,290,28,6,1,28,6,1,1,6,5,3,4,8,7,2,0,9
1154,0,3,364,27,6,1,27,6,1,1,3,7,2,6,0,8,9,5,4
1519,1,1,360,11,3,0,8,3,0,2,6,7,1,0,3,8,9,4,5
3657,0,3,214,45,9,1,46,10,1,7,4,1,0,5,6,8,3,2,9
9263,1,2,556,17,4,0,17,4,0,5,4,7,2,1,3,0,9,6,8
8127,1,3,217,18,5,0,18,5,0,6,0,3,5,8,4,9,1,2,7
3351,0,1,192,26,6,1,12,3,0,7,2,8,5,3,0,4,1,6,9
9237,1,2,273,12,3,0,30,7,1,4,5,7,0,1,8,3,2,6,9
9825,1,2,209,14,3,0,11,3,0,6,1,7,2,0,3,5,4,8,9
10042,1,1,227,24,5,0,18,5,0,4,3,0,1,6,9,7,8,2,5
8781,1,3,409,13,3,0,39,9,1,0,4,8,7,3,2,6,9,5,1
5769,0,0,197,19,5,0,19,5,0,9,1,2,6,8,7,3,4,0,5
1738,1,1,211,12,3,0,13,3,0,1,8,6,0,3,2,9,7,5,4
4103,0,2,223,10,3,0,13,3,0,2,7,8,5,1,4,0,3,9,6
3221,0,2,310,13,3,0,16,3,0,7,3,8,9,6,2,5,4,0,1
1433,0,1,482,25,6,1,25,6,1,7,6,2,1,5,4,0,8,3,9
8076,1,3,211,11,3,0,13,3,0,7,4,0,3,1,2,5,8,9,6
9937,1,1,165,16,3,0,13,3,0,7,5,1,2,8,6,3,9,4,0
6443,0,2,255,14,3,0,14,3,0,7,2,5,4,3,0,8,6,1,9
9279,1,2,387,1,1,0,13,3,0,1,7,2,6,0,8,5,3,4,9
4591,0,3,306,13,3,0,13,3,0,4,6,1,3,7,0,2,8,5,9
9982,1,5,370,26,6,1,26,6,1,7,4,5,0,2,8,3,9,1,6
1914,0,2,283,18,5,0,18,5,0,6,7,0,1,4,2,5,3,8,9
9245,1,3,262,11,3,0,11,3,0,2,7,0,3,8,1,4,5,6,9
9554,1,3,272,4,1,0,4,1,0,0,2,8,6,1,7,4,5,9,3
4197,0,3,621,7,2,0,7,2,0,7,2,1,4,0,5,8,3,9,6
4417,0,5,301,2,1,0,11,3,0,7,9,1,8,4,2,5,3,6,0
1202,0,4,469,36,8,1,26,6,1,1,4,8,7,0,9,2,3,5,6
8591,1,2,312,14,3,0,14,3,0,8,7,0,2,6,4,5,3,1,9
5027,0,4,370,13,3,0,13,3,0,8,7,4,5,6,2,3,0,9,1
6061,0,3,210,10,3,0,10,3,0,7,3,0,2,8,4,9,5,6,1
1372,0,3,309,9,3,0,13,3,0,4,5,7,2,0,3,1,8,9,6
1670,1,2,336,9,3,0,13,3,0,4,7,5,0,6,1,2,8,3,9
4373,0,3,265,13,3,0,13,3,0,4,7,5,0,3,2,8,1,6,9
9746,1,0,189,26,6,1,26,6,1,4,7,2,5,0,8,9,3,6,1
8074,1,1,262,12,3,0,12,3,0,0,2,7,1,6,8,5,3,9,4
3071,0,0,279,13,3,0,14,3,0,7,2,8,1,3,6,0,9,5,4
1625,0,3,359,13,3,0,13,3,0,7,4,2,3,0,8,5,9,1,6
1076,1,0,205,0,0,0,0,0,0,2,8,0,6,7,1,5,9,3,4
8405,1,3,303,11,3,0,11,3,0,7,4,5,1,2,3,8,9,6,0
1965,0,1,194,11,3,0,11,3,0,1,7,2,6,8,9,5,0,3,4
3505,0,2,385,13,3,0,11,3,0,7,5,2,0,3,6,4,8,9,1
3405,0,1,222,42,9,1,41,9,1,7,2,6,8,3,1,0,9,5,4
9219,1,3,365,13,3,0,14,3,0,4,5,0,7,8,2,9,1,3,6
3529,0,4,219,7,2,0,13,3,0,5,4,7,3,2,0,1,6,8,9
6855,0,3,380,32,7,1,13,3,0,7,4,1,5,0,6,3,2,8,9
4107,0,2,268,23,6,1,26,6,1,0,7,1,5,4,8,9,2,6,3
1691,1,3,457,7,2,0,13,3,0,5,7,2,1,8,0,4,9,6,3
4961,0,5,264,10,3,0,13,3,0,2,5,0,4,7,6,3,1,8,9
10065,1,1,300,31,7,1,26,6,1,4,7,5,0,2,1,3,6,8,9
4073,0,2,206,18,5,0,18,5,0,1,8,6,2,3,9,5,7,0,4
7067,0,3,223,8,3,0,12,3,0,7,4,0,2,5,3,8,1,9,6
6301,0,4,245,9,3,0,11,3,0,2,1,3,8,7,5,9,4,6,0
6615,0,0,199,24,5,0,24,5,0,1,0,6,3,7,9,2,8,5,4
6367,0,2,197,21,2,0,13,3,0,1,7,6,5,4,2,8,0,3,9
8366,1,1,262,14,3,0,14,3,0,5,1,2,6,7,8,9,0,3,4
1150,1,2,255,11,3,0,11,3,0,7,0,3,2,6,8,1,5,9,4
6897,0,2,219,7,2,0,0,0,0,4,7,5,1,0,6,8,2,9,3
8718,1,2,209,0,0,0,0,0,0,0,1,6,4,9,5,3,7,8,2
3683,0,3,279,30,7,1,29,6,1,1,7,0,5,3,8,2,9,6,4
1052,1,1,266,12,3,0,14,3,0,7,0,2,3,6,8,5,9,1,4
6037,0,2,342,26,6,1,25,6,1,7,1,4,8,2,6,0,9,5,3
3245,0,4,239,11,3,0,33,7,1,7,8,1,2,3,0,4,5,9,6
8541,1,2,444,14,3,0,4,1,0,4,7,1,0,5,6,2,8,3,9
5045,0,3,197,21,2,0,13,3,0,1,7,2,8,5,0,6,9,4,3
8993,1,1,675,4,1,0,4,1,0,2,7,3,4,0,5,8,9,1,6
8156,1,2,295,18,5,0,18,5,0,0,1,5,6,2,9,8,4,3,7
1378,1,1,376,25,6,1,25,6,1,7,8,9,2,0,6,1,4,3,5
8966,1,2,341,26,6,1,26,6,1,6,7,1,0,8,3,2,9,5,4
1279,1,2,426,26,6,1,27,6,1,1,4,0,3,6,9,5,8,2,7
1892,0,1,446,24,5,0,18,5,0,7,5,4,1,8,2,3,6,0,9
9058,1,1,256,18,5,0,18,5,0,3,1,7,0,4,2,5,9,8,6
8506,1,2,341,23,6,1,23,6,1,5,7,0,2,3,1,8,6,9,4
4773,0,1,200,40,9,1,40,9,1,1,2,0,7,3,6,8,9,5,4
9891,1,2,220,4,1,0,4,1,0,1,5,7,2,6,8,0,3,9,4
5153,0,1,194,18,5,0,18,5,0,0,7,1,3,6,5,9,8,2,4
3735,0,4,362,13,3,0,9,3,0,7,2,3,0,5,4,1,8,9,6
1954,0,2,317,44,9,1,44,9,1,6,2,7,3,5,4,9,8,0,1
3637,0,0,284,13,3,0,13,3,0,7,2,5,6,9,4,0,1,8,3
3357,0,1,392,26,6,1,26,6,1,8,7,2,3,0,6,1,9,4,5
8464,1,1,341,11,3,0,11,3,0,1,5,7,8,6,0,3,2,9,4
4637,0,1,237,11,3,0,11,3,0,7,2,1,0,6,5,3,8,9,4
7005,0,5,458,34,7,1,14,3,0,4,1,7,0,5,3,8,2,6,9
6795,0,2,336,29,6,1,26,6,1,5,4,7,3,8,2,1,6,0,9
1806,1,2,248,11,3,0,11,3,0,1,7,2,0,6,3,8,9,5,4
8958,1,2,197,29,6,1,26,6,1,4,7,5,3,8,2,0,6,9,1
5217,0,3,173,13,3,0,13,3,0,7,2,8,9,5,1,0,6,3,4
3453,0,5,406,12,3,0,12,3,0,7,5,2,8,9,0,6,3,1,4
8301,1,2,275,13,3,0,13,3,0,7,4,5,8,1,2,6,3,9,0
1468,0,3,457,0,0,0,0,0,0,7,2,4,8,1,3,5,9,0,6
5457,0,5,631,25,6,1,25,6,1,7,4,2,0,3,1,9,8,6,5
6003,0,1,237,29,6,1,29,6,1,0,6,3,5,9,1,7,8,2,4
9726,1,1,290,13,3,0,13,3,0,5,7,9,1,0,4,8,6,2,3
1745,0,1,379,43,9,1,13,3,0,4,7,0,1,5,2,3,8,6,9
8150,1,3,397,26,6,1,26,6,1,7,3,6,8,1,5,0,2,4,9
8970,1,2,295,13,3,0,13,3,0,2,3,0,8,7,1,6,9,4,5
3337,0,2,250,14,3,0,14,3,0,5,7,4,6,1,2,0,3,8,9
1078,1,2,338,29,6,1,26,6,1,8,0,5,2,4,6,3,7,1,9
7227,0,4,351,45,9,1,45,9,1,1,4,7,5,9,0,2,6,8,3
6941,0,2,254,35,8,1,26,6,1,1,7,2,6,4,8,5,0,3,9
9151,1,1,795,12,3,0,13,3,0,6,9,8,7,4,5,2,1,3,0
1537,1,4,319,38,8,1,38,8,1,7,4,8,2,0,5,9,3,6,1
4441,0,2,223,0,0,0,14,3,0,7,0,3,5,4,1,2,8,6,9
9917,1,1,202,18,5,0,18,5,0,7,5,4,6,1,0,9,8,2,3
1357,1,1,300,24,5,0,24,5,0,2,7,5,4,3,0,1,8,6,9
1612,0,2,279,5,1,0,5,1,0,4,0,8,2,1,7,6,5,9,3
8670,1,3,342,39,9,1,39,9,1,4,0,3,2,1,7,8,9,6,5
9186,1,0,254,3,1,0,3,1,0,1,4,7,5,2,0,8,3,6,9
9463,1,0,267,13,3,0,13,3,0,4,5,7,2,3,0,1,6,8,9
9513,1,0,329,41,9,1,41,9,1,9,0,7,8,4,2,5,3,1,6
9683,1,3,187,29,6,1,29,6,1,1,4,5,7,9,8,2,0,6,3
8692,1,3,562,39,9,1,11,3,0,0,4,1,3,7,2,9,5,8,6
8712,1,0,284,16,3,0,16,3,0,4,2,3,7,1,8,9,5,6,0
8117,1,1,226,26,6,1,26,6,1,3,7,2,8,6,1,0,9,4,5
8630,1,2,241,18,5,0,18,5,0,0,6,1,7,2,8,3,5,4,9
10110,1,2,327,35,8,1,11,3,0,7,2,0,5,3,4,8,1,6,9
1302,0,4,371,0,0,0,0,0,0,7,6,2,4,5,8,9,0,3,1
1971,0,2,188,12,3,0,11,3,0,7,5,4,1,2,0,3,6,8,9
4887,0,2,273,13,3,0,13,3,0,7,4,5,6,2,0,3,1,8,9
8478,1,1,207,2,1,0,13,3,0,7,2,1,6,8,5,0,4,3,9
6173,0,2,227,19,5,0,19,5,0,5,4,1,7,0,8,6,2,3,9
8391,1,2,256,18,5,0,18,5,0,2,0,8,3,1,6,9,7,5,4
8245,1,3,292,18,5,0,14,3,0,7,1,5,2,8,0,3,6,9,4
3033,0,3,296,0,0,0,0,0,0,7,8,9,6,2,5,3,0,1,4
9911,1,2,228,0,0,0,0,0,0,4,0,5,7,3,1,2,8,9,6
4119,0,2,408,39,9,1,12,3,0,3,4,1,0,6,9,8,7,2,5
9262,1,2,237,27,6,1,26,6,1,5,6,1,8,0,7,9,2,3,4
10089,1,3,280,26,6,1,26,6,1,2,7,3,0,8,9,5,4,6,1
8888,1,1,205,19,5,0,19,5,0,5,1,7,3,0,4,2,9,8,6
1492,1,2,232,12,3,0,12,3,0,5,1,4,0,7,2,3,8,6,9
9400,1,1,368,45,9,1,45,9,1,8,7,0,3,2,1,6,9,4,5
1048,0,1,240,24,5,0,25,6,1,7,2,9,6,1,8,0,5,3,4
9067,1,1,269,27,6,1,27,6,1,7,4,0,5,3,1,2,6,8,9
6315,0,4,273,18,5,0,18,5,0,4,2,0,9,1,6,3,7,8,5
9586,1,2,175,26,6,1,27,6,1,4,3,9,2,8,1,5,0,6,7
1370,1,1,277,9,3,0,9,3,0,4,0,5,1,6,2,7,8,9,3
1296,1,2,241,26,6,1,14,3,0,5,2,7,8,0,4,3,1,9,6
9112,1,4,337,4,1,0,13,3,0,7,8,2,4,0,1,5,3,9,6
9556,1,3,275,8,3,0,12,3,0,7,2,5,1,3,4,9,0,8,6
9841,1,4,636,29,6,1,11,3,0,4,0,5,2,9,8,6,1,3,7
1149,0,3,372,29,6,1,29,6,1,3,7,2,5,1,9,0,8,6,4
9983,1,0,425,7,2,0,13,3,0,1,0,2,3,7,9,6,8,5,4
6541,0,2,361,13,3,0,12,3,0,4,7,2,5,1,0,8,3,6,9
4983,0,2,238,38,8,1,26,6,1,0,2,4,6,5,9,7,3,1,8
6601,0,4,234,35,8,1,27,6,1,0,6,5,7,1,4,2,8,3,9
6547,0,1,247,39,9,1,39,9,1,2,7,8,0,4,6,5,9,1,3
6151,0,1,363,18,5,0,18,5,0,8,6,5,9,2,7,1,3,0,4
9315,1,1,214,39,9,1,39,9,1,3,0,5,1,8,6,7,4,9,2
10026,1,1,179,23,6,1,23,6,1,6,2,0,7,8,3,1,9,4,5
4503,0,1,230,19,5,0,29,6,1,5,8,1,2,0,3,7,9,4,6
10029,1,4,229,39,9,1,39,9,1,5,7,2,8,4,1,3,6,0,9
1273,0,3,552,35,8,1,35,8,1,6,0,7,2,8,3,1,4,9,5
5267,0,3,314,39,9,1,39,9,1,1,3,9,4,0,2,6,5,7,8
9832,1,0,227,26,6,1,26,6,1,2,7,1,0,5,8,4,6,9,3
6997,0,2,702,9,3,0,13,3,0,5,1,7,2,6,9,8,3,0,4
8255,1,2,434,8,3,0,8,3,0,4,5,2,7,1,0,6,9,8,3
7221,0,3,326,14,3,0,13,3,0,7,0,1,3,4,2,9,5,8,6
9421,1,2,248,12,3,0,12,3,0,6,7,5,1,2,9,3,8,4,0
6445,0,4,309,31,7,1,31,7,1,4,2,3,6,8,0,7,5,1,9
1319,1,3,311,25,6,1,21,2,0,1,7,2,8,0,6,3,9,5,4
9330,1,2,203,0,0,0,1,1,0,7,5,2,3,1,8,0,6,4,9
8157,1,2,217,13,3,0,13,3,0,7,4,1,6,0,8,5,9,2,3
1803,1,5,513,29,6,1,29,6,1,7,4,2,1,5,3,0,8,9,6
3675,0,2,322,35,8,1,17,4,0,7,5,2,8,1,6,9,0,3,4
9011,1,1,229,18,5,0,13,3,0,5,3,4,8,1,9,6,2,0,7
1998,1,1,306,26,6,1,27,6,1,7,2,1,8,6,0,9,3,4,5
3309,0,2,384,23,6,1,14,3,0,7,0,2,3,1,8,9,6,4,5
1183,0,1,459,18,5,0,18,5,0,0,2,8,7,5,4,9,3,6,1
9922,1,3,261,11,3,0,13,3,0,7,0,1,6,3,2,8,9,4,5
1990,1,2,195,26,6,1,12,3,0,7,1,5,4,8,2,3,6,0,9
8532,1,1,316,10,3,0,10,3,0,5,2,7,3,6,0,9,1,4,8
7095,0,3,388,26,6,1,24,5,0,1,3,6,7,9,2,8,5,4,0
5787,0,3,308,24,5,0,24,5,0,4,7,0,1,5,3,8,6,9,2
4241,0,1,231,18,5,0,18,5,0,7,5,2,4,0,3,8,6,1,9
1119,1,3,370,4,1,0,13,3,0,3,0,4,5,7,8,2,9,6,1
10090,1,1,209,26,6,1,26,6,1,1,7,2,4,3,0,5,6,8,9
8991,1,2,498,39,9,1,39,9,1,7,4,2,5,3,6,8,9,1,0
5249,0,2,324,13,3,0,13,3,0,5,7,4,0,1,6,8,2,9,3
8747,1,4,381,43,9,1,24,5,0,7,2,0,4,5,1,8,9,3,6
4323,0,3,308,14,3,0,14,3,0,1,0,2,8,4,7,5,3,6,9
10148,1,1,213,11,3,0,11,3,0,0,5,1,7,3,4,6,2,9,8
8725,1,2,437,12,3,0,12,3,0,4,7,2,6,8,3,0,5,9,1
8938,1,1,284,14,3,0,14,3,0,1,5,0,7,3,2,9,6,8,4
5093,0,2,229,35,8,1,35,8,1,3,1,5,7,4,9,8,2,6,0
4621,0,3,309,18,5,0,13,3,0,2,8,7,1,6,4,5,0,3,9
3409,0,2,259,26,6,1,13,3,0,7,1,6,0,8,3,2,4,5,9
8260,1,4,459,29,6,1,29,6,1,7,8,1,4,3,2,0,5,9,6
4223,0,3,346,31,7,1,31,7,1,5,4,7,1,0,2,8,9,3,6
3003,0,1,232,27,6,1,26,6,1,7,2,5,4,3,1,8,9,0,6
10134,1,1,167,12,3,0,1,1,0,3,5,0,4,7,2,1,8,9,6
8080,1,2,198,16,3,0,16,3,0,1,5,9,4,7,0,2,8,6,3
8210,1,2,200,18,5,0,18,5,0,5,0,1,7,8,4,6,3,2,9
8716,1,1,270,39,9,1,39,9,1,7,1,4,6,0,2,5,9,8,3
10031,1,3,263,14,3,0,14,3,0,4,5,7,2,3,1,0,8,9,6
6779,0,1,233,6,1,0,6,1,0,7,2,5,0,8,4,3,1,6,9
1194,0,2,256,2,1,0,2,1,0,7,2,0,1,4,3,5,8,6,9
1593,1,1,220,30,7,1,26,6,1,5,6,0,9,7,1,8,2,3,4
1445,1,2,225,29,6,1,29,6,1,5,0,8,3,9,2,4,1,6,7
6045,0,3,201,14,3,0,14,3,0,7,2,3,8,0,1,5,4,6,9
10129,1,2,195,26,6,1,26,6,1,4,5,1,6,7,3,8,9,2,0
3451,0,0,173,18,5,0,18,5,0,3,7,2,6,5,0,9,1,8,4
1033,0,2,317,11,3,0,11,3,0,1,3,7,2,5,0,8,9,6,4
1630,1,1,270,39,9,1,26,6,1,3,5,4,7,6,8,2,9,0,1
8173,1,2,345,29,6,1,26,6,1,0,2,7,8,1,3,5,4,9,6
8656,1,2,331,18,5,0,18,5,0,0,6,8,3,2,7,9,1,5,4
4995,0,2,255,2,1,0,11,3,0,4,7,2,3,0,8,5,1,9,6
5203,0,3,348,18,5,0,19,5,0,8,6,1,0,9,3,2,7,4,5
8882,1,0,172,11,3,0,11,3,0,0,5,6,9,1,8,3,7,2,4
9534,1,2,312,18,5,0,18,5,0,5,1,2,7,3,9,6,8,4,0
1452,1,1,341,11,3,0,11,3,0,7,5,3,8,9,4,1,2,0,6
9061,1,2,233,26,6,1,26,6,1,6,1,9,0,8,2,4,5,3,7
6565,0,0,198,16,3,0,16,3,0,0,7,2,8,4,3,1,6,5,9
4807,0,4,343,18,5,0,19,5,0,4,5,7,1,0,8,2,9,3,6
7011,0,1,184,36,8,1,36,8,1,1,5,7,2,6,3,0,8,4,9
3553,0,2,313,20,2,0,13,3,0,7,2,0,1,5,8,3,6,4,9
4943,0,3,252,16,3,0,16,3,0,4,7,6,0,2,5,8,3,1,9
9502,1,2,370,26,6,1,26,6,1,7,1,0,2,3,4,5,8,6,9
8318,1,2,257,13,3,0,13,3,0,4,5,7,2,0,3,8,1,6,9
6725,0,3,390,39,9,1,18,5,0,3,0,2,7,9,4,5,8,1,6
1970,1,1,421,18,5,0,18,5,0,7,5,4,0,1,3,2,8,9,6
3923,0,3,305,13,3,0,13,3,0,4,1,7,0,5,3,2,8,6,9
4673,0,1,261,40,9,1,39,9,1,4,2,7,5,1,0,3,8,9,6
8197,1,2,265,12,3,0,12,3,0,4,5,8,7,2,0,1,3,9,6
8493,1,1,193,26,6,1,26,6,1,6,2,0,1,8,3,9,5,7,4
9134,1,3,333,18,5,0,18,5,0,1,7,4,2,0,3,8,5,9,6
9688,1,1,222,8,3,0,29,6,1,7,4,5,8,2,3,0,9,1,6
8023,1,1,697,29,6,1,26,6,1,7,8,6,0,3,5,2,1,9,4
7239,0,3,273,18,5,0,12,3,0,1,4,7,0,2,6,3,8,9,5
9654,1,4,517,24,5,0,13,3,0,2,7,4,5,8,3,0,1,6,9
3955,0,2,170,11,3,0,11,3,0,2,3,7,0,1,5,4,8,6,9
9183,1,1,201,26,6,1,26,6,1,7,2,3,5,4,1,0,8,6,9
1405,0,3,373,25,6,1,12,3,0,2,8,1,7,6,3,0,9,5,4
6781,0,4,446,25,6,1,23,6,1,7,3,2,8,0,9,6,1,4,5
1471,1,1,270,13,3,0,13,3,0,5,2,7,0,1,8,9,3,4,6
9940,1,1,353,21,2,0,21,2,0,1,0,2,5,7,4,3,9,8,6
6679,0,2,382,25,6,1,12,3,0,7,2,3,6,1,8,0,5,9,4
9520,1,1,692,43,9,1,39,9,1,1,3,8,4,7,2,0,6,9,5
6693,0,1,313,7,2,0,13,3,0,7,1,4,0,2,8,5,6,3,9
1069,0,1,207,8,3,0,13,3,0,7,2,0,8,1,5,6,3,4,9
1225,0,3,271,45,9,1,19,5,0,3,7,2,0,4,8,1,9,5,6
6671,0,1,262,4,1,0,4,1,0,7,8,1,4,2,5,0,3,6,9
6047,0,3,303,26,6,1,26,6,1,7,2,3,0,4,1,5,8,9,6
6127,0,2,222,13,3,0,14,3,0,7,1,6,0,3,2,8,4,5,9
6025,0,4,421,35,8,1,35,8,1,7,0,2,4,1,3,8,5,6,9
2022,0,1,211,34,7,1,34,7,1,7,2,0,8,3,5,4,9,6,1
5843,0,1,265,8,3,0,14,3,0,7,8,2,1,6,0,3,9,5,4
4409,0,1,185,24,5,0,25,6,1,2,7,6,8,9,3,0,1,4,5
3299,0,2,253,26,6,1,12,3,0,2,6,8,7,0,9,3,1,5,4
9869,1,0,610,9,3,0,9,3,0,7,2,5,8,6,0,3,1,9,4
1876,1,1,409,0,0,0,0,0,0,5,0,7,2,3,4,1,6,8,9
5253,0,2,322,7,2,0,7,2,0,3,0,2,7,4,1,5,8,9,6
5657,0,2,180,36,8,1,12,3,0,7,5,4,1,0,2,6,8,3,9
9428,1,2,281,11,3,0,11,3,0,5,4,7,0,1,3,8,2,6,9
9138,1,2,308,39,9,1,14,3,0,3,4,7,5,8,1,2,0,6,9
5181,0,2,328,26,6,1,26,6,1,2,7,8,1,0,6,3,9,4,5
9136,1,2,354,11,3,0,11,3,0,7,8,5,2,3,6,0,9,1,4
8021,1,3,322,26,6,1,18,5,0,5,8,7,2,3,0,6,9,1,4
7197,0,3,172,24,5,0,24,5,0,7,1,4,5,3,9,2,6,0,8
9099,1,2,203,16,3,0,16,3,0,4,7,0,5,2,8,3,9,6,1
9766,1,2,288,26,6,1,26,6,1,1,8,6,7,2,5,0,9,4,3
1769,1,2,257,25,6,1,26,6,1,7,5,4,8,3,1,2,0,9,6
8044,1,2,280,12,3,0,12,3,0,4,5,1,7,3,6,9,0,8,2
5553,0,3,301,18,5,0,18,5,0,1,3,0,2,6,7,5,8,4,9
9967,1,1,262,7,2,0,7,2,0,1,0,7,5,3,2,8,9,6,4
6271,0,1,261,27,6,1,37,8,1,2,0,3,7,5,4,8,1,6,9
8817,1,1,195,25,6,1,25,6,1,7,8,0,4,5,3,6,2,1,9
5921,0,2,405,18,5,0,18,5,0,2,3,0,1,8,6,7,4,9,5
1618,0,5,341,13,3,0,14,3,0,2,3,8,0,7,4,1,5,6,9
8605,1,1,341,13,3,0,13,3,0,3,5,4,6,0,7,9,8,1,2
8717,1,0,218,11,3,0,11,3,0,7,2,5,0,6,8,1,9,3,4
9778,1,1,218,13,3,0,18,5,0,2,0,8,3,1,6,7,9,4,5
6629,0,2,658,13,3,0,14,3,0,5,7,2,3,1,8,0,4,6,9
6623,0,4,454,0,0,0,16,3,0,4,7,1,2,6,0,3,5,8,9
7173,0,5,196,28,6,1,11,3,0,4,1,5,7,3,8,2,0,6,9
5871,0,1,532,8,3,0,15,4,0,6,1,3,7,5,4,0,9,8,2
5239,0,2,302,31,7,1,31,7,1,7,2,3,0,1,8,5,4,6,9
9608,1,1,266,11,3,0,11,3,0,5,0,7,2,1,4,8,3,6,9
9899,1,2,308,13,3,0,13,3,0,0,2,7,8,3,6,1,4,9,5
5909,0,1,241,11,3,0,11,3,0,7,0,5,6,1,2,8,9,3,4
1580,1,2,232,13,3,0,6,1,0,4,7,6,2,5,3,0,9,8,1
3699,0,1,218,2,1,0,14,3,0,4,7,2,8,5,3,0,1,9,6
6591,0,4,318,14,3,0,14,3,0,2,5,3,4,6,7,0,1,8,9
8758,1,2,328,26,6,1,26,6,1,7,4,0,1,8,3,2,9,6,5
9189,1,2,339,10,3,0,18,5,0,4,3,9,6,8,2,7,0,1,5
8179,1,2,323,13,3,0,13,3,0,5,4,7,2,3,0,8,1,9,6
1023,0,1,233,17,4,0,11,3,0,4,1,0,3,7,2,6,5,8,9
9384,1,2,203,16,3,0,16,3,0,6,0,7,2,8,9,1,3,4,5
3769,0,2,246,13,3,0,13,3,0,7,4,2,6,0,5,3,8,1,9
9211,1,1,237,43,9,1,43,9,1,2,7,0,4,5,1,3,6,8,9
5513,0,1,212,11,3,0,11,3,0,1,2,6,8,4,5,9,7,3,0
4731,0,1,198,11,3,0,11,3,0,7,2,1,0,3,8,6,5,9,4
9914,1,1,286,29,6,1,13,3,0,4,5,7,1,2,8,0,3,6,9
5735,0,2,303,17,4,0,11,3,0,4,2,5,7,6,8,1,0,9,3
9928,1,3,299,17,4,0,17,4,0,4,0,7,3,8,1,2,6,9,5
10143,1,1,324,39,9,1,42,9,1,1,0,4,6,3,9,8,5,7,2
8857,1,2,579,26,6,1,29,6,1,7,2,5,8,0,4,1,3,6,9
8082,1,3,369,13,3,0,13,3,0,7,2,8,3,9,0,6,5,4,1
6645,0,3,271,23,6,1,23,6,1,7,0,9,5,2,6,3,1,8,4
1558,0,1,209,16,3,0,16,3,0,2,3,9,5,8,7,0,1,6,4
8499,1,2,269,19,5,0,19,5,0,7,1,2,3,5,6,4,9,0,8
8715,1,2,270,18,5,0,18,5,0,7,4,1,0,6,3,5,2,8,9
9125,1,2,202,0,0,0,0,0,0,0,2,8,5,7,9,6,3,1,4
9047,1,3,316,0,0,0,0,0,0,4,0,5,2,7,8,3,9,6,1
1811,1,1,269,30,7,1,34,7,1,6,7,1,2,5,3,0,4,8,9
3499,0,3,265,18,5,0,18,5,0,2,7,1,0,8,6,5,4,3,9
3189,0,4,573,29,6,1,29,6,1,7,0,4,8,2,1,3,5,6,9
1145,1,2,252,13,3,0,13,3,0,5,7,3,9,1,0,6,8,2,4
1250,1,0,307,13,3,0,13,3,0,8,2,6,0,5,4,9,3,1,7
6099,0,3,306,26,6,1,13,3,0,1,0,7,3,4,8,2,6,5,9
3057,0,1,214,14,3,0,14,3,0,7,1,0,8,2,6,5,3,4,9
1416,1,5,710,14,3,0,14,3,0,5,4,7,2,8,3,0,1,6,9
6775,0,3,208,43,9,1,13,3,0,7,1,4,5,2,0,3,8,6,9
4579,0,3,342,26,6,1,26,6,1,1,4,5,7,8,2,6,3,0,9
